ResponseId,A.S. President,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - CCS,Collegiate Senator - Engineering,Collegiate Senator - Engineering,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. Transfer Senator,A.S. Transfer Senator
R_00000000004415,1,2,,,1,2,1,2,1,2,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000004416,2,1,,,1,2,1,2,1,2,1,,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,5,,3,1,,,,
R_00000000004417,3,1,2,Navpreet Khabra,2,1,2,1,2,1,1,,2,1,4,3,,,,,,,,,,9,8,3,,,,1,4,10,6,7,2,,5,,,,,,,,,,,,
R_00000000004418,1,2,,,2,1,2,1,1,2,1,,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,5,1,3,,,,
R_00000000004419,3,1,2,anyone else,2,1,2,1,2,1,1,,1,3,4,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000004420,2,1,,,2,1,2,1,2,1,1,,1,2,4,3,,,,,,,,,,3,11,7,2,,,9,5,6,10,4,8,,1,,,,,,,,,,,,
R_00000000004421,2,1,,,2,1,2,1,2,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,4,2,,,1,,,,,
R_00000000004422,2,1,,,2,1,2,1,2,1,1,,1,2,4,3,,,,,,,,2,,7,4,12,6,,,10,11,5,8,9,3,,1,,,,,,,,,,,,
R_00000000004423,1,,,,1,,1,,1,,1,2,,,,,1,,,,4,3,5,2,6,,,,,1,8,,,,,,,7,,,,,,,,,,,,,
R_00000000004424,1,,2,Adam Saghafian,1,,1,,1,,,2,,,,,1,,,,3,6,8,1,7,,,,,5,4,,,,,,,2,,,,,,,,,,,,,
R_00000000004425,1,2,,,2,1,2,1,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000004426,2,1,,,2,1,1,2,1,2,1,,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,,,1,,,,,
R_00000000004427,2,1,,,1,2,1,2,2,1,1,,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,5,1,4,,,,
R_00000000004428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
R_00000000004429,1,,,,1,,1,,1,,1,1,,4,3,,2,,,,,,,,,,,,,,,,,,,,,,,1,5,,,3,2,,4,,,,
R_00000000004430,2,1,,,2,1,2,1,2,1,1,,4,2,1,3,,,,,,,,,12,1,6,8,5,,,10,4,9,11,3,2,,7,,,,,,,,,,,,
R_00000000004431,1,2,,,1,2,2,1,1,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
R_00000000004432,2,1,,,1,,2,1,1,2,1,,4,3,2,,1,,,,7,10,9,11,8,5,,3,,,6,,2,,12,,,1,4,,,,,,,,,,,,
R_00000000004433,1,,,,1,,1,,1,,1,2,,,,,1,,,,1,4,6,5,7,12,,,,9,2,,10,,,,3,8,11,,,,,,,,,,,,
R_00000000004434,1,2,,,1,2,1,2,1,2,1,2,3,4,,,1,,,,,,,,,,,,,,,,,,,,,,,3,5,,,4,2,,1,,,,
R_00000000004435,1,,,,,1,1,,,1,1,,3,4,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
R_00000000004436,2,1,3,Navpreet Khabra,2,1,2,1,1,2,1,,2,1,3,4,,,,,6,,,7,,1,,2,5,,,9,4,,12,3,11,8,10,,,,,,,,,,,,
R_00000000004437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004438,1,,2,,,1,1,,,1,1,,,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,2,,,,,,
R_00000000004439,1,2,,,2,1,2,1,2,1,1,4,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000004440,2,1,,,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
R_00000000004441,2,1,3,,1,2,1,2,2,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,5,,2,,4,,,,
R_00000000004442,1,,,,,1,,1,,1,1,,2,1,,,,,,,5,,,,,6,2,,,,,,1,,,3,4,,,,,,,,,,,,,,
R_00000000004443,2,1,,,2,1,2,1,2,1,1,,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,2,5,3,,,,,
R_00000000004444,1,2,,,1,2,1,2,1,2,1,2,,3,,4,1,,,,6,1,5,3,7,,,,,4,2,,,,,,,,,,,,,,,,,,,,
R_00000000004445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004446,1,2,,,1,2,1,2,1,2,1,3,2,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004447,2,1,,,2,1,2,1,2,1,1,,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000004448,1,2,,,1,2,1,2,1,2,1,,1,3,2,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
R_00000000004449,3,2,1,Robert Davison,2,1,2,1,2,1,,,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004450,3,1,2,anyone but nawar,2,1,2,1,2,1,1,,4,3,1,2,,,,,,,,,,7,5,3,11,,,9,4,10,2,6,8,,1,,,,,,,,,,,,
R_00000000004451,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000004452,3,2,1,Navpreet Khabra,1,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000004453,2,1,,,2,1,2,1,2,1,1,,1,4,2,3,,,,,,12,,,,3,5,7,9,,,1,8,10,4,2,6,,11,,,,,,,,,,,,
R_00000000004454,1,2,,,1,2,1,2,1,2,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,3,2,,1,,,,
R_00000000004455,2,1,,,2,1,2,1,2,1,1,,1,2,3,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
R_00000000004456,2,1,,,2,1,2,1,2,1,1,,,,,,,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004457,2,1,,,1,2,2,1,2,1,1,,4,2,1,,3,,,,,,,,,10,3,9,12,,7,5,1,4,6,2,8,,11,,,,,,,,,,,,
R_00000000004458,,1,,,,1,,1,,1,1,,2,1,4,3,,,,,,,,,,7,8,2,5,4,,3,1,6,,,,,9,,,,,,,,,,,,
R_00000000004459,,1,,,,1,,1,2,1,,,4,1,2,3,,,,,,,,,,,5,10,3,,,9,6,4,1,2,7,,8,,,,,,,,,,,,
R_00000000004460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004461,2,1,,,2,1,2,1,2,1,1,,1,2,4,3,,,,,,,,,,8,11,2,10,,,5,1,9,4,3,7,,6,,,,,,,,,,,,
R_00000000004462,3,1,2,,,1,,1,,1,1,,,2,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000004463,2,1,,,,1,,1,,1,1,,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000004464,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004465,,1,,,,1,,1,,1,,,,,1,,,,,,,,,,,,,1,,,,3,,,,2,,,,,,,,,,,,,,,1
R_00000000004466,,,1,BATMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004467,2,1,,,2,1,2,1,2,1,1,,2,4,3,1,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,
R_00000000004468,2,1,,Hieu Le,2,1,2,1,2,1,1,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004469,2,1,,,2,1,2,1,2,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000004470,1,2,,,1,2,1,2,1,2,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,1,,,,
R_00000000004471,2,1,,,2,1,2,1,2,1,1,,,2,1,4,3,,,,5,7,9,1,3,8,,11,,6,,,10,,4,,2,,12,,,,,,,,,,,,
R_00000000004472,2,1,,,2,1,1,2,1,2,1,1,4,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
R_00000000004473,1,2,,,1,2,2,1,1,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004474,2,1,,,2,1,2,1,2,1,1,,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000004475,,,,Navpreet Khabra,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004476,2,1,,,2,1,2,1,2,1,1,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004477,1,2,,,1,2,1,2,1,2,1,2,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,3,,,5,1,4,,2,,,,
R_00000000004478,2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004480,2,1,,,2,1,2,1,2,1,1,,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
R_00000000004481,2,1,3,,2,1,2,1,2,1,1,,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
R_00000000004482,2,1,,,1,2,1,2,1,2,1,4,,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,5,,,,
R_00000000004483,1,2,,,1,2,1,2,1,2,1,,,,,,,,,,,2,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,
R_00000000004484,,,,,,,,,,,,,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
R_00000000004486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004487,1,3,2,,1,2,1,2,1,2,1,2,,,3,4,1,,,,8,6,1,5,4,,12,,10,7,2,,11,9,,,,3,,,,,,,,,,,,,
R_00000000004488,2,1,,,2,1,2,1,1,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,4,,3,,2,5,,,,
R_00000000004489,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004490,1,3,2,Kajol Raju,1,2,1,2,1,2,1,2,4,,,3,1,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,2,,3,,,,
R_00000000004491,2,1,,,1,,1,2,1,2,1,4,2,3,1,,,,,,,10,12,3,,,8,9,4,6,1,,,2,11,,,5,7,,,,,,,,,,,,
R_00000000004492,2,3,1,Brett McDaniel,1,2,1,2,1,2,1,1,,3,4,,2,,,,,,,,,,,,,,,,,,,,,,,1,5,,,4,3,,2,,,,
R_00000000004493,1,2,,,2,1,2,1,2,1,1,2,4,1,,,3,,,,2,,11,5,4,3,10,7,,1,9,,,,12,,,8,6,,,,,,,,,,,,
R_00000000004494,2,1,,,2,1,2,1,2,1,1,,3,4,1,2,,,,,,,,,,6,2,3,10,,,11,8,9,5,7,4,12,1,,,,,,,,,,,,
R_00000000004495,1,2,,,1,2,1,2,1,,1,2,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
R_00000000004496,,1,,,,1,,,,1,1,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,1,,,,,
R_00000000004497,2,1,,,1,2,1,2,2,1,1,4,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,,2,3,,,,
R_00000000004498,2,1,,,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004500,2,1,,,1,2,2,1,1,2,1,,,3,2,1,4,,,,9,,,,11,2,7,,,,6,1,10,8,12,,3,5,4,,,,,,,,,,,,
R_00000000004501,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004502,2,1,,Hieu Le,1,2,1,2,1,2,1,,4,1,3,,2,,,,1,6,8,10,,,2,11,9,4,,3,,12,,,7,5,,,,,,,,,,,,2,1
R_00000000004503,,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004504,1,2,,,1,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
R_00000000004505,1,2,,,1,2,,,1,2,1,3,1,2,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
R_00000000004506,3,2,1,Hugh Mungus,1,2,2,1,1,2,1,,,,,,,,1,,,,2,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,
R_00000000004507,,1,,,,1,,1,,1,,,,,,,,,,1,,,,,,1,10,6,9,,,8,5,3,7,11,2,,4,,,,,,,,,,,,
R_00000000004508,,1,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004509,1,2,,,1,2,2,1,1,2,1,,3,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,2,3,5,,,,
R_00000000004510,2,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004511,2,1,3,,1,2,2,1,1,2,1,,3,2,,1,4,,,,,,,,,,,,,,,,,,,,,,,4,1,,2,5,,,3,,,,
R_00000000004512,1,2,,,1,2,1,2,2,1,1,,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,2,1,4,5,3,,,,,,,
R_00000000004513,1,2,,,1,2,1,2,1,2,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004514,1,,,,1,2,2,1,1,,,4,2,,3,,1,,,,7,4,,3,,10,,,,2,,8,,6,,9,5,1,,,,,,,,,,,,,
R_00000000004515,3,1,2,Haley Hamman,2,1,2,1,2,1,1,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,3,,,2,,,,,
R_00000000004516,1,2,,,2,1,1,2,1,2,1,1,,,4,2,3,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2
R_00000000004517,1,,2,Amy Koo,2,1,,,2,1,1,,,,,,,,,,,3,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,
R_00000000004518,2,1,,,2,1,2,1,2,1,1,,2,1,4,3,,,,,,,8,10,,9,2,,7,,,1,,3,4,5,11,12,6,,,,,,,,,,,,1
R_00000000004519,2,1,,,2,1,1,2,1,2,1,,4,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,5,,,2,4,1,3,,,,
R_00000000004520,1,2,,,1,2,1,2,1,2,1,2,,4,,3,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,3,5,1,,,,
R_00000000004521,1,2,,,1,2,1,2,1,2,,,,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004522,2,1,,,2,1,2,1,2,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004523,1,2,3,,1,2,1,2,1,2,1,3,,4,2,,1,,,,4,11,5,1,9,10,,2,,7,6,,12,8,,,,,3,,,,,,,,,,,1,2
R_00000000004524,2,1,3,,2,1,2,1,2,1,1,2,,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000004525,,1,,,,1,,1,,1,1,,1,2,3,4,,,,,,,,,,2,8,11,10,,,3,1,6,4,9,7,,5,,,,,,,,,,,,
R_00000000004526,2,1,3,,1,2,2,1,2,1,1,,4,1,2,,3,,,,10,,3,2,1,4,12,6,9,,,11,7,8,,,,,5,,,,,,,,,,,,
R_00000000004527,,1,,,,1,,1,,1,1,,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004528,2,1,,,,1,,1,,1,1,,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
R_00000000004529,2,1,,,2,1,2,1,2,1,1,,4,1,3,2,,,,,,,,12,,6,3,4,5,,,11,8,9,1,10,2,,7,,,,,,,,,,,,
R_00000000004530,1,2,,,1,2,1,2,1,2,1,2,3,,,4,1,,,,,,,,,,,,,,,,,,,,,,,4,,5,,3,1,,2,,,,
R_00000000004531,3,1,2,,2,1,2,1,2,1,1,4,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
R_00000000004532,2,1,,,2,1,2,1,2,1,1,,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
R_00000000004533,2,1,,,2,1,2,1,2,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000004534,1,2,,,2,1,2,1,2,1,1,,3,1,2,4,,,,,5,,,,,4,2,,,,,6,,1,3,,,7,,,,,,,,,,,,1,
R_00000000004535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,,,,
R_00000000004536,2,1,,,2,1,2,1,2,1,1,,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,,4,1,,,,,,
R_00000000004537,,,,,,,,,,,,1,,,,,,,,,1,5,,,,,3,,,,,6,,,2,,,4,,,,,,,,,,,,,
R_00000000004538,2,1,,,2,1,2,1,2,1,1,,3,4,2,1,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,1,
R_00000000004539,3,1,2,,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000004540,2,3,1,Navpreet Khabra,1,2,1,2,1,2,1,2,,,4,3,1,,,,7,8,3,5,1,12,11,,,2,6,,,9,,10,,4,,,,,,,,,,,,,
R_00000000004541,2,1,3,,1,2,2,1,1,2,1,2,4,3,,,1,,,,3,,2,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_00000000004542,,2,1,David Liu,2,1,,1,,1,1,,,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004543,1,2,,,1,2,1,2,1,2,1,1,4,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000004544,2,1,,,1,2,2,1,2,1,1,1,3,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004545,2,1,3,,2,1,2,1,2,1,1,,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,1,,,2,,,,,
R_00000000004546,1,2,3,,1,2,1,,1,2,1,,,,,,,,1,,,1,2,3,6,,,4,,9,8,,12,10,7,,5,11,,,,,,,,,,,,,
R_00000000004547,2,1,,,2,1,2,1,1,2,,1,3,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
R_00000000004548,1,2,,,1,,1,,1,,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,2,,3,,,,
R_00000000004549,1,2,,,2,1,2,1,,1,,,,1,2,4,3,,,,5,,9,4,,1,2,8,7,12,,6,,10,3,11,,,,,,,,,,,,,,2,1
R_00000000004550,1,,2,Nawar Nemeh,1,,1,,1,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,3,,1,,,,
R_00000000004551,3,1,2,,2,1,2,1,2,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,2,,,5,1,4,,,,
R_00000000004552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004553,1,3,2,Navpreet Khabra,2,1,1,2,2,1,1,1,4,,3,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,2,5,1,,,,
R_00000000004554,1,2,,Nawar Nemeh,1,2,1,2,1,2,1,1,,,4,3,2,,,,,,,,,,,,,,,,,,,,,,,2,4,,,3,1,5,,,,,
R_00000000004555,2,1,3,,2,1,2,1,2,1,1,,4,2,3,1,,,,,,,,1,,3,11,7,9,,,8,12,2,5,6,4,,10,,,,,,,,,,,,
R_00000000004556,2,1,,,2,1,2,1,2,1,1,,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,5,,,2,,,,,
R_00000000004557,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004558,2,1,,,2,1,2,1,1,2,1,1,3,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000004559,3,1,2,,2,1,1,2,1,2,1,,,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
R_00000000004560,1,2,,,,,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000004561,2,1,,,2,1,2,1,2,1,1,,2,1,,3,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,
R_00000000004562,2,1,,,2,1,2,1,2,1,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
R_00000000004563,3,1,2,Benjamin Piatt Runkle,2,1,2,1,1,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004564,2,1,,,2,1,2,1,2,1,1,,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,5,1,3,4,,,2,,,,,
R_00000000004565,1,,,,1,,1,,1,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
R_00000000004566,1,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004567,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004568,1,2,,,1,,1,2,1,2,1,4,1,2,3,,,,,,,,,1,,,5,4,,,,,,,,2,,3,,,,,,,,,,,,1,
R_00000000004569,1,,,,1,,1,,1,,,,,,,,,,,1,,,3,4,,,,,2,,1,,,,,,,,,,,,,,,,,,,,
R_00000000004570,2,1,,,2,1,2,1,1,2,1,2,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,3,,5,,,,,
R_00000000004571,2,1,,,1,2,2,1,1,2,1,,4,3,1,2,,,,,,,11,,,1,12,10,6,,7,,4,,5,9,2,8,3,,,,,,,,,,,,
R_00000000004572,1,2,,,1,2,1,2,1,2,1,,3,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,3,,1,,,,
R_00000000004573,2,1,,,2,1,1,2,2,1,1,4,1,,3,2,,,,,,9,,,2,10,,,,11,6,4,12,3,1,7,,5,8,,,,,,,,,,,,
R_00000000004574,2,1,,,2,1,2,1,2,1,1,,4,1,2,3,,,,,,,,,,9,8,10,3,,,11,2,5,6,1,4,,7,,,,,,,,,,,,
R_00000000004575,2,1,,,2,1,2,1,2,1,1,,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,4,,,1,,,,,
R_00000000004576,2,1,,,2,1,2,1,2,1,1,,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,4,,1,5,,,,
R_00000000004577,1,2,,,2,1,1,2,1,2,1,,,,,,,1,,,3,9,2,5,7,1,,,,4,8,,,,,,,6,,,,,,,,,,,,,
R_00000000004578,2,1,,,2,1,2,1,2,1,1,1,2,4,3,,,,,,12,10,,7,6,,,,,,4,1,3,5,11,2,,8,9,,,,,,,,,,,,
R_00000000004579,1,2,,,1,2,1,2,1,2,,2,,,,,1,,,,5,1,3,7,8,,,,,6,4,,,,,,,2,,,,,,,,,,,,,
R_00000000004580,1,,,,1,,1,,1,,1,1,,,,,2,,,,3,2,5,8,1,,,,,7,6,,,,,,,4,,,,,,,,,,,,,
R_00000000004581,2,1,,,2,1,2,1,2,1,1,,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,,4,2,,,,,
R_00000000004582,2,1,,,2,1,2,1,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,1,,,,3,4,,,,
R_00000000004583,2,1,,,2,1,2,1,2,1,1,3,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,5,4,1,,,,
R_00000000004584,2,1,,,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
R_00000000004585,2,1,,,2,1,2,1,2,1,1,,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
R_00000000004586,1,2,,,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004587,,1,,,,1,,1,,1,1,,3,1,2,4,,,,,,,,,,5,,4,1,,,2,10,3,8,7,9,,6,,,,,,,,,,,,
R_00000000004588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004589,3,1,2,,2,1,2,1,2,1,1,,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,,,2,,,,,
R_00000000004590,2,1,,,2,1,2,1,2,1,1,,4,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,2,1,,,,,
R_00000000004591,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000004592,,1,,,,1,,1,2,1,1,,3,,1,4,2,,,,8,12,10,,,7,4,3,,,,5,2,,1,6,,11,9,,,,,,,,,,,,
R_00000000004593,1,2,,,1,2,1,2,1,2,,2,,3,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,1,,,,
