ResponseId,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,A.S. Student Advocate General,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - CCS,Collegiate Senator - CCS,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. Transfer Senator,A.S. Transfer Senator
R_00000000003289,3,1,2,2,1,1,2,1,2,1,2,,,,,1,,4,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,2,,3,,,,,,,
R_00000000003290,2,1,3,1,2,1,2,2,1,1,2,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003291,2,3,1,1,2,2,1,2,1,1,2,,,,,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000003292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003293,3,2,1,1,2,2,1,1,2,1,2,,,,,,1,,2,,,4,3,,,,,,,,,,,,,3,2,4,,,,,,1,,,,,,,,,,,,,,,,
R_00000000003294,3,1,2,1,2,2,1,1,2,1,2,4,1,3,2,,,,,,,,,,,7,9,10,6,8,,,12,,2,,11,,5,,,,,1,4,,3,,,,,,,,,,,,,
R_00000000003295,1,2,3,1,2,2,1,2,1,2,1,,,,,1,,,,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,5,,1,2,,,,
R_00000000003296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003297,3,2,1,1,2,2,1,1,2,1,2,,,,,4,,,2,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,4,3,,,,,
R_00000000003298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003299,3,2,1,1,2,2,1,,,1,2,,,,,,2,,3,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,4,,3,2,,,,,
R_00000000003300,3,1,2,1,2,2,1,1,2,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000003301,2,3,1,1,2,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003302,1,2,3,2,1,1,2,2,1,2,1,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003303,1,3,2,2,1,2,1,2,1,2,1,,,,,,1,4,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,1,5,3,,,,,
R_00000000003304,2,1,3,1,2,2,1,2,1,2,1,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,1,2,,3,,,,
R_00000000003305,1,3,2,2,1,2,1,2,1,2,1,,,,,,,1,,,,2,,,,,2,,,,3,4,,,,,,,,1,,5,6,,,,,,,,,,,,,,,,,
R_00000000003306,2,3,1,1,2,2,1,1,2,2,1,,,,,1,,2,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,,5,,1,,,2,3,,,,
R_00000000003307,,1,,,1,1,,,,2,1,,,,,,,,,,,,,,,,,,,,6,2,,9,,4,12,8,,10,3,11,5,1,,,7,,,,,,,,,,,,,
R_00000000003308,2,1,3,2,1,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_00000000003309,2,3,1,1,2,2,1,2,1,1,2,,,,,,,4,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,,,5,,3,,,,
R_00000000003310,2,1,3,2,1,1,2,2,1,1,2,,,,,3,,2,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003311,3,1,2,2,1,1,2,2,1,1,2,,,,,4,,1,,3,2,,,,,,,,,,6,7,,,,,,2,,5,4,,1,,,3,,,,,,,,,,,,,,
R_00000000003312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003313,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,3,2,5,8,,,9,,10,,7,,,1,,,,12,11,,,,,,,,,,,,,
R_00000000003314,3,1,2,2,1,1,2,2,1,1,2,,,,,2,1,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,,2,,,1,,,,
R_00000000003315,2,3,1,1,2,2,1,1,2,1,2,,,,,,3,,4,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000003316,2,1,3,2,1,1,2,2,1,2,1,,,,,4,,2,,1,3,,,,,,,,,,2,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,
R_00000000003317,3,2,1,1,2,2,1,1,2,2,1,,,,,4,3,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,5,,1,4,,,,
R_00000000003318,2,1,3,2,1,1,2,1,2,1,2,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
R_00000000003319,2,1,3,2,1,1,2,2,1,2,1,,,,,4,,3,,1,2,,,,,,,,,,1,7,,5,,,,9,12,3,6,4,8,,10,2,11,,,,,,,,,,,,,
R_00000000003320,3,2,1,1,2,2,1,1,2,1,2,,,,,,3,4,1,,,,2,,,8,,6,9,,,,1,5,11,4,2,,,,10,7,,3,12,,,,,,,,,,,,,,,
R_00000000003321,2,3,1,1,2,2,1,1,2,1,2,,,,,,4,,2,,,3,1,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,
R_00000000003322,3,2,1,1,2,2,1,1,2,2,1,,,,,,1,,3,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,,4,1,,,,,
R_00000000003323,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,
R_00000000003324,3,1,2,1,2,2,1,1,2,1,2,,,,,,2,4,,,,3,1,,,8,,3,,,,7,4,,5,9,2,11,,,12,10,,1,,,6,,,,,,,,,,,,,
R_00000000003325,3,1,2,1,2,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003326,,2,1,1,,,1,1,,,1,,,,,,2,,4,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,,2,4,,,,,
R_00000000003327,3,1,2,1,2,1,2,1,2,1,2,,,,,4,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003328,3,1,2,2,1,1,2,2,1,1,2,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,4,3,,2,,5,,,1,,,,
R_00000000003329,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003330,3,1,2,2,1,1,2,1,2,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003331,1,2,3,2,1,1,2,1,2,2,1,,,,,3,,4,,1,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
R_00000000003332,3,2,1,1,2,2,1,1,2,1,2,,,,,,4,,3,,,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003333,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003334,2,1,3,2,1,1,2,2,1,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000003335,1,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003336,2,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003337,3,1,2,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003338,2,1,3,2,1,2,1,1,2,2,1,,,,,,,1,2,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,1,3,,5,,,,
R_00000000003339,,,1,1,,,1,1,,1,,,,,,,3,,4,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000003340,3,1,2,2,1,1,2,2,1,1,2,,,,,,2,,1,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,5,2,4,,,,
R_00000000003341,2,3,1,1,2,2,1,1,2,1,2,,,,,,3,,1,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003342,3,1,2,2,1,1,2,2,1,2,1,,,,,2,,4,,3,1,,,,,,,,,,3,7,,6,12,,,1,,8,4,11,2,,5,9,10,,,,,,,,,,,,,
R_00000000003343,,1,,,1,1,,,1,,1,,,,,1,,2,,3,4,,,,,,,,,,3,6,,1,,,,2,,7,11,9,4,,10,5,8,,,,,,,,,,,,1,
R_00000000003344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003345,3,2,1,1,2,2,1,1,2,1,2,,,,,,4,,1,,,3,2,,,,,,3,,,,1,,4,2,5,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003346,3,2,1,2,1,2,1,1,2,2,1,,,,,,,1,4,2,,,3,,,,,,,,,4,,,2,3,,,6,,,1,5,,,,,,,,,,,,,,,,,
R_00000000003347,,,,1,2,2,1,1,2,1,2,,,,,,2,,1,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,4,,2,3,,,,,
R_00000000003348,2,1,3,2,1,1,2,2,1,,1,,,,,2,,3,,1,,,,,,2,,,,,8,5,4,,10,,,7,,11,,6,,,9,1,3,,,,,,,,,,,,,
R_00000000003349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003350,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003351,3,1,2,1,2,2,1,2,1,1,2,,,,,3,,,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000003352,3,1,2,2,1,1,2,2,1,2,1,,,,,,,3,,1,,2,,,,,,,,,,4,,,2,,,,,,,1,,,3,,,,,,,,,,,,,,,
R_00000000003353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003354,3,1,2,2,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003357,3,1,2,2,1,1,2,2,1,1,2,,,,,2,,1,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,3,,5,,,2,,,,
R_00000000003358,3,2,1,1,2,2,1,2,1,1,2,,,,,,4,,1,,,3,2,,,4,6,1,3,11,,,5,,10,8,2,,9,,,,,12,7,,,,,,,,,,,,,,,
R_00000000003359,2,1,3,2,1,1,2,1,2,2,1,,,,,4,,3,,2,,1,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003360,3,2,1,1,2,1,2,1,2,2,1,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000003361,3,1,2,2,1,1,2,1,2,1,2,,,,,4,,1,2,,,3,,,,9,,,6,,,3,,1,5,10,11,12,,,4,,2,,,7,8,,,,,,,,,,,,,1
R_00000000003362,2,1,3,2,1,1,2,2,1,,,,,,,4,,1,,2,3,,,,,,,,,,,1,,6,,,,4,,,5,3,,,2,7,8,,,,,,,,,,,,,
R_00000000003363,3,1,2,2,1,2,1,2,1,1,2,,,,,,2,,,,1,4,3,,,,5,3,7,,,6,,4,,,,,,10,,2,8,1,,,9,,,,,,,,,,,,,
R_00000000003364,3,2,1,1,2,2,1,1,2,1,2,,,,,,2,,1,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000003365,1,2,3,2,1,2,1,1,2,2,1,,,,,,,,,1,4,2,3,,,,,5,4,11,10,2,9,,1,8,3,,7,,,,6,12,,,,,,,,,,,,,,,2,1
R_00000000003366,,,,1,,,1,1,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003367,3,1,2,2,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003368,3,2,1,1,2,2,1,1,2,1,2,,,,,,4,,2,,,3,1,,,7,1,2,10,5,,,,,6,9,4,,11,,,,,8,12,,3,,,,,,,,,,,,,
R_00000000003369,3,1,2,,1,1,,,1,,1,,,,,4,3,,,1,2,,,,,,,,,,2,3,,5,,,,9,11,4,12,8,7,,10,1,6,,,,,,,,,,,,,
R_00000000003370,3,1,2,2,1,2,1,2,1,1,2,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003371,,,1,1,,,1,1,,1,,,,,,,3,,2,,,4,1,,,11,9,6,3,12,,,2,7,8,5,4,,10,,,,,1,,,,,,,,,,,,,,,,
R_00000000003372,3,1,2,2,1,2,1,1,,1,,,,,,,,,,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003373,3,1,2,2,1,2,1,1,2,2,1,,,,,,,1,,2,,3,4,,,,,11,7,,8,4,9,1,,,,3,,6,,2,5,,,,10,,,,,,,,,,,,1,2
R_00000000003374,2,1,3,2,1,1,2,2,1,2,1,,,,,2,,4,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,5,,4,,,1,,,,
R_00000000003375,3,1,2,1,2,2,1,1,2,1,2,,,,,,3,,1,,,4,2,,,9,11,6,2,8,,,1,,10,4,5,,12,7,,,,3,,,,,,,,,,,,,,,,
R_00000000003376,3,1,2,2,1,2,1,2,1,2,1,,,,,2,,,1,,3,4,,,,10,,,,,,1,9,2,,4,6,11,,,5,,,3,8,7,12,,,,,,,,,,,,,
R_00000000003377,2,1,3,,1,1,,,1,,1,,,,,1,,3,,4,2,,,,,3,,,,,9,1,,10,,,,4,,7,5,,11,6,12,2,8,,,,,,,,,,,,,
R_00000000003378,,,1,1,,,1,1,,1,,,,,,4,,,2,,3,1,,,,11,6,1,9,5,,,4,,8,10,3,,2,,,,,7,12,,,,,,,,,,,,,,,
R_00000000003379,2,1,3,2,1,2,1,1,2,2,1,,,,,,,2,,3,4,1,,,,,,,,,1,9,,6,12,,,3,,4,2,11,8,,5,10,7,,,,,,,,,,,,,
R_00000000003380,3,2,1,2,1,1,2,2,1,1,2,,,,,4,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003381,,1,2,2,1,2,1,2,1,,1,,,,,3,1,,,,2,,,,,3,,,,,,,,5,6,7,,4,,2,,,,,1,,,,,,,,,,,,,,,
R_00000000003382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003383,3,2,1,1,2,2,1,1,2,1,2,,,,,,4,,2,,,3,1,,,,,4,,,,5,1,,,,2,,,,,,,3,,,,,,,,,,,,,,,,
R_00000000003384,3,1,2,,1,,1,,1,,,,,,,1,,3,,2,4,,,,,,,,,,,1,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,
R_00000000003385,3,2,1,2,1,2,1,1,2,2,1,,,,,,,4,,3,2,1,,,,1,,8,,,5,3,,9,7,,10,6,,,12,11,,4,2,,,,,,,,,,,,,,,
R_00000000003386,3,1,2,1,2,1,2,1,2,2,1,,,,,1,,2,,4,3,,,,,,,,,,,4,,,5,,,1,,6,,,2,,3,,7,,,,,,,,,,,,1,2
R_00000000003387,1,2,3,2,1,1,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000003388,2,3,1,1,2,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003389,3,2,1,1,2,2,1,1,2,1,2,,,,,,2,,1,,,4,3,,,5,,,3,,,,6,,7,1,2,,,,,,,4,,,,,,,,,,,,,,,,
R_00000000003390,2,1,3,2,1,1,2,1,2,2,1,,,,,4,,1,,3,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000003391,3,1,2,2,1,1,2,1,2,2,1,,,,,4,,3,,1,2,,,,,,,,12,,2,1,,3,,,,8,,5,7,9,4,,11,10,6,,,,,,,,,,,,,
R_00000000003392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003393,3,2,1,1,2,2,1,1,2,1,2,,,,,,1,,4,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,4,3,,,,,
R_00000000003394,3,1,2,2,1,2,1,1,2,1,2,,,,,4,2,,3,,,1,,,,1,,3,,,,,6,,2,5,,,,,,,,4,,,,,,,,,,,,,,,,
R_00000000003395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000003396,3,2,1,1,2,1,2,1,2,1,2,,,,,,2,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,5,1,,,,,
R_00000000003397,1,3,2,2,1,2,1,2,1,2,1,,,,,,1,2,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003398,3,2,1,2,1,2,1,1,2,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
R_00000000003399,1,2,3,2,1,2,1,2,1,1,2,,,,,2,1,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,,2,,5,,,,
R_00000000003400,3,2,1,1,2,2,1,1,2,1,2,,,,,1,3,,2,,,4,,,,6,,,4,,,,5,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003401,3,1,2,2,1,2,1,1,2,1,2,,,,,4,,2,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,2,1,3,4,,,,,
R_00000000003402,2,1,3,1,2,2,1,1,2,1,2,,,,,3,2,,4,,1,,,,,,,9,6,12,,4,2,7,,10,,8,,,3,,,1,11,,5,,,,,,,,,,,,,
R_00000000003403,3,1,2,2,1,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000003404,2,1,3,2,1,1,2,2,1,2,1,,,,,4,,2,,3,1,,,,,,,,,,4,11,,6,,,,8,,10,9,3,5,,7,2,1,,,,,,,,,,,,1,2
R_00000000003405,1,2,3,1,2,1,2,2,1,1,2,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003406,2,1,3,2,1,1,2,1,2,1,2,,,,,1,,,,,3,2,,,,,,,,,,,,3,4,2,,,,,,1,,,,,,,,,,,,,,,,,1,
R_00000000003407,,,,,,,1,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003408,1,2,3,1,2,2,1,2,1,1,2,,,,,,4,,,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2
R_00000000003409,3,2,1,2,1,2,1,2,1,2,1,,,,,,,3,4,1,,2,,,,,,,,,10,4,,2,1,,,12,,7,6,11,8,,9,5,3,,,,,,,,,,,,,
R_00000000003410,3,2,1,1,2,2,1,2,1,2,1,,,,,,1,,4,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,4,2,5,,,,
R_00000000003411,2,3,1,2,1,2,1,1,2,1,2,,,,,1,3,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,3,,,,,,,
R_00000000003412,3,2,1,2,1,2,1,2,1,2,1,,,,,4,,,2,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,2,1,,5,,,,,
R_00000000003413,3,1,2,2,1,1,2,2,1,2,1,,,,,1,,2,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,2,,4,3,,,,
R_00000000003414,,1,,,1,1,,,1,,1,,,,,3,,1,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003415,3,1,2,2,1,1,2,2,1,2,1,,,,,1,,2,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,2,,4,3,,,,
R_00000000003416,,1,,,1,1,,,1,,1,,,,,3,,4,,1,2,,,,,,,,,,5,10,,2,,,,7,,3,6,11,8,,1,9,4,,,,,,,,,,,,1,
R_00000000003417,3,2,1,2,1,1,2,1,2,1,2,,,,,,1,2,,,3,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003418,2,1,3,,1,1,2,2,1,2,1,,,,,3,,2,,1,4,,,,,,,,,,,3,,,2,,,6,,,5,1,,,,4,,,,,,,,,,,,,,
R_00000000003419,1,2,3,2,1,1,2,1,2,1,2,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,
R_00000000003420,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003421,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003422,1,2,3,2,1,2,1,1,2,1,2,,,,,1,,2,,,4,3,,,,,,,,,12,6,,4,1,,,2,,10,7,8,5,,11,9,3,,,,,,,,,,,,,
R_00000000003423,3,1,2,2,1,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003424,3,1,2,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003425,3,1,2,2,1,1,2,2,1,2,1,,,,,,2,1,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,5,1,2,,,,
R_00000000003426,3,2,1,2,1,1,2,1,2,1,2,,,,,1,,2,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,,5,2,,,4,1,,,,
R_00000000003427,,,,2,1,1,2,2,1,2,1,,,,,,,,,1,2,3,4,,,4,6,3,,,5,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,
R_00000000003428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003429,2,3,1,1,2,1,2,1,2,1,2,,,,,,4,,1,,,2,3,,,2,6,8,7,10,,,1,,4,5,3,,9,,,,,12,,,11,,,,,,,,,,,,,
R_00000000003430,3,2,1,1,2,2,1,1,2,1,2,,,,,2,,1,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,3,5,,,2,,,,
R_00000000003431,2,1,3,1,2,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003432,3,1,2,2,1,2,1,1,2,1,2,,,,,2,3,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,2,4,5,,,,,,
R_00000000003433,3,2,1,1,2,2,1,2,1,1,2,,,,,,3,,2,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,,1,3,,,,,
R_00000000003434,3,1,2,2,1,2,1,1,2,2,1,,,,,4,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,,1,3,,,,
R_00000000003435,1,2,3,1,2,,,,,1,2,,,,,4,,1,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003436,3,2,1,2,1,2,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003437,1,2,3,2,1,2,1,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000003438,3,1,2,2,1,2,1,2,1,2,1,,,,,1,,,,,,,,,,4,,,,,,,,,,,,3,,,,,,,2,,1,,,,,,,,,,,,,
R_00000000003439,2,3,1,1,2,1,2,1,2,1,2,,,,,,,,4,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
R_00000000003440,3,2,1,1,2,1,2,1,2,2,1,,,,,,3,1,2,,,,4,,,5,,,,,,3,4,2,6,,9,,,8,12,7,11,1,,10,,,,,,,,,,,,,,
R_00000000003441,2,3,1,1,2,2,1,1,2,1,2,,,,,,4,,1,,,3,2,,,9,1,7,5,11,,,2,,3,4,8,,10,,,,,6,,,,,,,,,,,,,,,,
R_00000000003442,2,1,3,2,1,1,2,2,1,,,,,,,2,,1,,3,4,,,,,,,,,,3,4,1,2,,,,6,,11,5,9,8,,10,12,7,,,,,,,,,,,,,
R_00000000003443,3,1,2,2,1,1,2,1,2,2,1,,,,,2,4,,,,,3,1,,,,,,1,6,2,8,,,11,7,5,,,,10,9,,,4,12,3,,,,,,,,,,,,,
R_00000000003444,2,1,3,2,1,1,2,2,1,2,1,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
